,HBCU,INSTNM,BBRR4_FED_PELL_DFLT,BBRR4_FED_PELL_PAIDINFULL,PELL_DEBT_MDN,COSTT4_A,ADM_RATE,C150_4_PELL,RET_FT4,MD_EARN_WNE_P6
5378,0.0,BridgeValley Community & Technical College,0.20-0.24,0.10-0.14,4700.0,11760.0,,,,34209.0
5379,0.0,Northwest College-Medford,<=0.20,<=0.20,6333.0,,,,,23914.0
5380,0.0,Houston Training Schools-Gessner,PS,PS,,,,,,18606.0
5381,0.0,Empire Beauty School-Buffalo,0.20-0.29,<=0.10,6525.0,,,,,18493.0
5382,0.0,Paul Mitchell the School-Toledo,0.20-0.29,<=0.10,9833.0,,,,,19643.0
5383,0.0,Georgia Military College,0.19-0.20,0.05-0.06,5500.0,16836.0,,0.3319,0.3333,32351.0
5384,0.0,Beau Monde Academy of Barbering and Cosmetology,PS,PS,,,,,,22108.0
5385,0.0,Fountain of Youth Academy of Cosmetology,PS,PS,5481.0,,,,,
5386,0.0,West Coast University-Miami,0.03-0.04,0.13-0.14,24575.0,37131.0,,0.1667,0.1818,96114.0
5387,0.0,Aparicio-Levy Technical College,PS,PS,,,,,,
5388,0.0,The Vocational Nursing Institute Inc,PS,PS,,,1.0,,,
5389,0.0,Hollywood Institute of Beauty Careers-West Palm Beach,PS,PS,6105.0,,,,,20710.0
5390,0.0,Hollywood Institute of Beauty Careers-Casselberry,PS,PS,6105.0,,,,,20710.0
5391,0.0,Empire Beauty School-Cheltenham,0.20-0.24,<=0.05,7706.0,,,,,20215.0
5392,0.0,High Tech High Graduate School of Education,PS,PS,,,,,,
5393,0.0,Coachella Valley Beauty College-Hemet,PS,PS,2328.0,,,,,19214.0
5394,0.0,Coastal Pines Technical College,0.10-0.19,<=0.10,,11191.0,,,,29888.0
5395,0.0,Studio Beauty School,PS,PS,6333.0,,,,,20434.0
5396,0.0,Latin Beauty Academy,PS,PS,,,,,,
5397,0.0,Associated Barber College of San Diego,PS,PS,,,,,,
5398,0.0,ABCO Technology,PS,PS,,,,,,
5399,0.0,Lionel University,PS,PS,6334.0,26631.0,,0.7273,0.6667,
5400,0.0,California Intercontinental University,PS,PS,6739.0,,,,,
5401,0.0,Infinity College,PS,PS,,,,,,
5402,0.0,Universal Healthcare Careers College,PS,PS,,,,,,28401.0
5403,0.0,New Beginnings Beauty Academy,PS,PS,,,,,,
5404,0.0,Dolce The Academy,PS,PS,,,,,,
5405,0.0,American College of the Building Arts,PS,PS,,36067.0,0.7667,,0.8,
5406,0.0,River Valley School of Massage,PS,PS,,,,,,
5407,0.0,Atlantis University,PS,PS,,22583.0,,0.6857,0.5926,
5408,0.0,Westchester School for Medical & Dental Assistants,PS,PS,,,,,,31921.0
5409,0.0,Studio Incamminati,PS,PS,,,1.0,,,
5410,0.0,Salon Boutique Academy,PS,PS,7203.0,,,,,
5411,0.0,GA Beauty & Barber School,PS,PS,,,,,,
5412,0.0,The Recording Conservatory of Austin,PS,PS,,,,,,
5413,0.0,VH Barber & Styling Academy,PS,PS,,,,,,
5414,0.0,Bet Medrash Gadol Ateret Torah,PS,PS,,16000.0,0.9211,0.375,0.9583,
5415,0.0,Yeshiva Ohr Yisrael,PS,PS,,17800.0,1.0,,0.5,
5416,0.0,Yeshiva Sholom Shachna,PS,PS,,19450.0,1.0,0.2,0.5,
5417,0.0,Bethlehem College & Seminary,PS,PS,,,,,0.8182,
5418,0.0,Elmezzi Graduate School of Molecular Medicine,PS,PS,,,,,,
5419,0.0,Theatre of Arts,PS,PS,,,,,,
5420,0.0,Westchester College of Nursing & Allied Health,PS,PS,,,,,,
5421,0.0,Treasure Coast Technical College,PS,PS,,,,,,
5422,0.0,American College of Barbering,PS,PS,,,,,,14137.0
5423,0.0,Beth Medrash Meor Yitzchok,PS,PS,,22270.0,0.56,0.0588,0.8133,
5424,0.0,Mingo Extended Learning Center,PS,PS,,,0.8824,,,
5425,0.0,San Ignacio University,PS,PS,,21605.0,,0.3333,0.3333,
5426,0.0,ZMS The Academy,PS,PS,,,,,,
5427,0.0,Valor Christian College,PS,PS,12452.0,29152.0,,0.7273,,32212.0
5428,0.0,Bethany Global University,PS,PS,12000.0,28738.0,0.9615,0.8077,0.4219,34385.0
5429,0.0,HVAC Technical Institute,PS,PS,6851.0,,,,,
5430,0.0,United International College,PS,PS,,,,,1.0,
5431,0.0,San Francisco Film School,PS,PS,,,,,,
5432,0.0,Center for Ultrasound Research & Education,PS,PS,,,,,,
5433,0.0,Culinary Tech Center,PS,PS,,,,,,18594.0
5434,0.0,Randolph Technical Center,PS,PS,,,,,,38072.0
5435,0.0,AMG School of Nursing,PS,PS,9500.0,,,,,
5436,0.0,Saint Michael College of Allied Health,PS,PS,,40725.0,0.576,,,66681.0
5437,0.0,Presidio Graduate School,PS,PS,,,,,,
5438,0.0,Sandra Academy of Salon Services,PS,PS,,,,,,9418.0
5439,0.0,Wright Graduate University for the Realization of Human Potential,PS,PS,,,,,,
5440,0.0,California Jazz Conservatory,PS,PS,,44554.0,,0.0,1.0,
5441,0.0,California Barber and Beauty College,PS,PS,,,,,,12137.0
5442,0.0,Laredo CHI Academy Beauty School,PS,PS,,,,,,17643.0
5443,0.0,Florida International Training Institute,PS,PS,,,0.8349,,,24383.0
5444,0.0,Gould's Academy,PS,PS,7767.0,,,,,21247.0
5445,0.0,Aviation Institute of Maintenance-Fremont,PS,PS,19500.0,29856.0,,,,51732.0
5446,0.0,Paul Mitchell the School-Tulsa,PS,PS,9339.0,,,,,20371.0
5447,0.0,PPG Technical College,PS,PS,,10883.0,,,,18607.0
5448,0.0,Academy of Professional Cosmetology,PS,PS,,,,,,22032.0
5449,0.0,Empire Beauty School-Northlake,0.20-0.29,<=0.10,6800.0,,,,,20172.0
5450,0.0,Ross Medical Education Center-Huntsville,0.25-0.29,<=0.05,8346.0,,,,,26485.0
5451,0.0,Ross Medical Education Center-Knoxville,0.20-0.29,<=0.10,6035.0,,,,,27583.0
5452,0.0,Ross Medical Education Center-Muncie,0.25-0.29,<=0.05,8231.0,,,,,28207.0
5453,0.0,Cortiva Institute-Arlington,0.20-0.29,<=0.10,7516.0,,,,,27841.0
5454,0.0,Tulsa Welding School-Houston,0.33-0.34,0.05-0.06,7125.0,,,,,39055.0
5455,0.0,Pima Medical Institute-El Paso,0.13,0.09,9500.0,,,,,37302.0
5456,0.0,Pima Medical Institute-Phoenix,<=0.20,<=0.20,8152.0,,,,,36397.0
5457,0.0,Kennesaw State University,0.08,0.09,16958.0,24808.0,0.6785,0.4409,0.7455,47863.0
5458,0.0,Entourage Institute of Beauty and Esthetics,PS,PS,,,,,,23293.0
5459,0.0,Eastern Suffolk BOCES,<=0.20,<=0.20,8828.0,,,,,45571.0
5460,0.0,Eastern Suffolk BOCES,<=0.20,<=0.20,8828.0,,,,,45571.0
5461,0.0,Milligan University,<=0.05,0.10-0.14,18750.0,47587.0,0.6671,0.6102,0.7226,43168.0
5462,0.0,Chamberlain University-Nevada,0.04,0.08,16750.0,43266.0,0.8182,0.0,1.0,84533.0
5463,0.0,Chamberlain University-Michigan,0.04,0.08,16750.0,40545.0,0.4,,1.0,84533.0
5464,0.0,Chamberlain University-New Jersey,0.04,0.08,16750.0,34136.0,0.9,,0.4,84533.0
5465,0.0,Hussian College-Los Angeles,0.30-0.39,<=0.10,9500.0,63440.0,0.4767,0.4615,0.7424,26862.0
5466,0.0,Paul Mitchell the School-Madison,PS,PS,,,,,,29073.0
5467,0.0,The University of Tennessee Health Science Center,<=0.02,0.19-0.20,12500.0,,,,,68668.0
5468,0.0,Unitech Training Academy-New Orleans,0.20-0.39,<=0.20,7509.0,,,,,21058.0
5469,0.0,Wade Gordon Hairdressing Academy-Lubbock,PS,PS,7518.0,,,,,20002.0
5470,0.0,Protege Academy,PS,PS,9823.0,,,,,21793.0
5471,0.0,Emory University-Oxford College,0.02,0.22,15023.0,75594.0,0.15,,,74980.0
5472,0.0,The Chicago School at Xavier University of Louisiana,0.07,0.03,10500.0,,,,,51817.0
5473,0.0,Southern Regional Technical College,PS,PS,,9654.0,,,,29304.0
5474,0.0,Texas College of Cosmetology-Lubbock,PS,PS,5500.0,,,,,20303.0
5475,0.0,Fortis College-Cuyahoga Falls,0.20-0.29,<=0.10,10928.0,30797.0,,,,33226.0
5476,0.0,Jones Technical Institute,PS,PS,6333.0,24127.0,,,,30221.0
5477,0.0,Texas State Technical College,0.15-0.16,0.07-0.08,6334.0,21059.0,,,,34758.0
5478,0.0,Aveda Institute Portland-Vancouver Campus,<=0.20,<=0.20,6211.0,,,,,29329.0
5479,0.0,Arizona College of Nursing-Las Vegas,0.20-0.29,<=0.10,9500.0,33698.0,1.0,1.0,0.6,32840.0
5480,0.0,Florida Career College-Pembroke Pines,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5481,0.0,Florida Career College-West Palm Beach,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5482,0.0,Florida Career College-Hialeah,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5483,0.0,Florida Career College-Lauderdale Lakes,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5484,0.0,Florida Career College-Tampa,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5485,0.0,Florida Career College-Jacksonville,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5486,0.0,Florida Career College-Boynton Beach,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5487,0.0,Florida Career College-Margate,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5488,0.0,Florida Career College-Orlando,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5489,0.0,UEI College-Phoenix,0.25-0.29,<=0.05,9500.0,,,,,29172.0
5490,0.0,Florida Career College-Houston,0.25-0.29,<=0.05,9365.0,,,,,27999.0
5491,0.0,Aveda Institute-Madison,<=0.20,<=0.20,6333.0,,,,,31535.0
5492,0.0,Husson University,0.09-0.10,0.07-0.08,22625.0,33378.0,0.9131,0.5235,0.7856,41554.0
5493,0.0,Tricoci University of Beauty Culture-Elgin,<=0.20,<=0.20,7307.0,,,,,27052.0
5494,0.0,Concorde Career College-Southaven,0.20-0.29,<=0.10,9500.0,,0.9947,,,30765.0
5495,0.0,Universal Technical Institute-Southern California,0.24,0.07,11389.0,,,,,47320.0
5496,0.0,Northwest University-Center for Online and Extended Education,0.05-0.09,0.15-0.19,16667.0,27153.0,,0.3529,0.5952,50495.0
5497,0.0,Celebrity Barber School,PS,PS,,,,,,
5498,0.0,California Institute of Advanced Management,PS,PS,,,,,,
5499,0.0,Academy of Interactive Entertainment,PS,PS,11803.0,35103.0,0.4259,,,
5500,0.0,The Temple Annapolis-A Paul Mitchell Partner School,0.20-0.39,<=0.20,9833.0,,,,,24137.0
5501,0.0,Yeshiva Zichron Aryeh,PS,PS,,,0.3333,,0.5,
5502,0.0,Butte County Regional Occupational Program,PS,PS,,,,,,
5503,0.0,Arclabs,PS,PS,9500.0,,,,,
5504,0.0,Top of the Line Barber College,PS,PS,,,,,,
5505,0.0,Midfield Institute of Cosmetology,PS,PS,,,,,,
5506,0.0,American Institute of Alternative Medicine,PS,PS,,,,,,
5507,0.0,Felbry College,PS,PS,10500.0,47431.0,0.7246,,,
5508,0.0,Regional Center for Border Health,PS,PS,,,,,,
5509,0.0,B-Unique Beauty and Barber Academy,PS,PS,,,,,,
5510,0.0,Kentucky Horseshoeing School,PS,PS,,,,,,
5511,0.0,Image Maker Beauty Institute,PS,PS,,,,,,
5512,0.0,Dalton Institute of Esthetics and Cosmetology,PS,PS,,,,,,
5513,0.0,CAAN Academy of Nursing,PS,PS,,,,,,
5514,0.0,Martinsburg College,PS,PS,,,1.0,,,
5515,0.0,Alhambra Medical University,PS,PS,,,,,,
5516,0.0,Central Yeshiva Beth Joseph,PS,PS,,,,,,
5517,0.0,Garden State Science and Technology Institute,PS,PS,,,,,,
5518,0.0,Barber Tech Academy,PS,PS,,,,,,
5519,0.0,Abraham Lincoln University,PS,PS,,,,,0.6667,
5520,0.0,Med College,PS,PS,,70196.0,,,,
5521,0.0,Huntington University of Health Sciences,PS,PS,,28305.0,,1.0,,
5522,0.0,Sonoran Desert Institute,PS,PS,7508.0,21991.0,,,,
5523,0.0,Natural Images Beauty College,PS,PS,,,,,,
5524,0.0,Textures Institute of Cosmetology,PS,PS,,,,,,
5525,0.0,Williams Technical College,PS,PS,,,,,,
5526,0.0,PiBerry Institute,PS,PS,,,,,,
5527,0.0,Ea La Mar's Cosmetology & Barber College,PS,PS,,,,,,
5528,0.0,Regina Webb Academy,PS,PS,,,,,,
5529,0.0,DeHart Technical School,PS,PS,,,,,,
5530,0.0,Medical Career & Technical College,PS,PS,,,,,,
5531,0.0,Center for Neurosomatic Studies,PS,PS,,,,,,
5532,0.0,Focus Personal Training Institute,PS,PS,,,,,,
5533,0.0,Hair Academy School of Barbering & Beauty,PS,PS,,,,,,
5534,0.0,Fosbre Academy of Hair Design,PS,PS,12000.0,,,,,
5535,0.0,National Personal Training Institute,PS,PS,6333.0,,,,,
5536,0.0,Mission Beauty Institute,PS,PS,,,,,,
5537,0.0,Elim Bible Institute and College,PS,PS,,18980.0,0.9756,0.5455,1.0,
5538,0.0,Beth Medrash of Asbury Park,PS,PS,,19300.0,0.75,0.0,0.6364,
5539,0.0,Hope College of Arts and Sciences,PS,PS,9500.0,,,,,
5540,0.0,Yeshiva Gedolah Shaarei Shmuel,PS,PS,,15325.0,0.4631,0.6667,0.7727,
5541,0.0,Premier Barber Institute,PS,PS,,,,,,
5542,0.0,International Beauty Education Center,PS,PS,,,,,,
5543,0.0,Claremont Lincoln University,PS,PS,,,,,,
5544,0.0,Phipps Academy of Barbering,PS,PS,,,,,,
5545,0.0,Hoss Lee Academy,PS,PS,6333.0,,,,,
5546,0.0,Indiana Wellness College,PS,PS,7265.0,,0.6345,,,
5547,0.0,Kenny's Academy of Barbering,PS,PS,,,,,,
5548,0.0,Seattle Film Institute,PS,PS,12063.0,48377.0,,0.5,0.5,
5549,0.0,Arkansas Colleges of Health Education,PS,PS,,,,,,
5550,0.0,Burrell College of Osteopathic Medicine,PS,PS,,,,,,
5551,0.0,California College of Music,,,,38878.0,0.6923,,,
5552,0.0,California Health Sciences University,PS,PS,,,,,,
5553,0.0,Christian Culinary Academy,PS,PS,,,0.9,,,
5554,0.0,Glitz School of Cosmetology,PS,PS,7307.0,,,,,
5555,0.0,Indiana Wesleyan University-National & Global,0.08,0.09,14163.0,21901.0,,0.3542,,51329.0
5556,0.0,NationsUniversity,,,,,,,,
5557,0.0,Northeast Lakeview College,PS,PS,5500.0,10957.0,,,,
5558,0.0,Paul Mitchell the School-Jessup,<=0.20,<=0.20,6333.0,,,,,25632.0
5559,0.0,John Patrick University of Health and Applied Sciences,PS,PS,,21338.0,1.0,,,
5560,0.0,University of Saint Katherine,PS,PS,19123.0,44473.0,0.6556,,0.5641,
5561,0.0,Teachers College of San Joaquin,PS,PS,,,,,,
5562,0.0,U.S. Truck Driver Training School,PS,PS,,,,,,
5563,0.0,University of the People,PS,PS,,,,,0.739,
5564,0.0,South Dade Technical College-South Dade Skills Center Campus,PS,PS,,,,,,
5565,0.0,Wongu University of Oriental Medicine,PS,PS,,,,,,
5566,0.0,Alabama School of Nail Technology & Cosmetology,PS,PS,,,,,,
5567,0.0,Tulsa Technology Center,PS,PS,,,,,,35628.0
5568,0.0,Ross Medical Education Center-Elyria,0.20-0.29,<=0.10,9500.0,,,,,27138.0
5569,0.0,Ross Medical Education Center-Lafayette,0.20-0.29,<=0.10,9500.0,,,,,27286.0
5570,0.0,Ross Medical Education Center-Midland,0.25-0.29,<=0.05,8231.0,,,,,28207.0
5571,0.0,Paul Mitchell the School-Clear Lake,PS,PS,9500.0,,,,,26017.0
5572,0.0,Paul Mitchell the School-Nampa,PS,PS,9500.0,,,,,22004.0
5573,0.0,Academy of Beauty Professionals,PS,PS,6333.0,,,,,19104.0
5574,0.0,Academy of Beauty Professionals,PS,PS,6333.0,,,,,19104.0
5575,0.0,Academy of Beauty Professionals,PS,PS,6333.0,,,,,19104.0
5576,0.0,Kenneth Shuler School of Cosmetology-Goose Creek,PS,PS,5775.0,,,,,18684.0
5577,0.0,Clovis Community College,PS,PS,3259.0,10293.0,,,,
5578,0.0,Boca Beauty Academy-Parkland,PS,PS,5821.0,,,,,25471.0
5579,0.0,American Beauty Academy-West Valley Campus,PS,PS,,,,,,17560.0
5580,0.0,Caribbean Aviation Training Institute Inc,PS,PS,,13803.0,,,,
5581,0.0,The College of Health Care Professions-McAllen Campus,0.15-0.19,0.05-0.09,9495.0,,,,,31970.0
5582,0.0,Institute of Buddhist Studies,PS,PS,,,,,,
5583,0.0,Chamberlain University-North Carolina,0.04,0.08,16750.0,40545.0,0.5,,1.0,84533.0
5584,0.0,Chamberlain University-California,0.04,0.08,16750.0,43266.0,0.0,,1.0,84533.0
5585,0.0,Spartan College of Aeronautics and Technology,PS,PS,20000.0,,,,,50505.0
5586,0.0,Purdue University Global,0.16,0.03,12104.0,13945.0,,0.2273,0.1667,32973.0
5587,0.0,Pima Medical Institute-Dillon,PS,PS,4750.0,,,,,28599.0
5588,0.0,Arthur's Beauty College,PS,PS,,,,,,16389.0
5589,0.0,West Coast University-Center for Graduate Studies,0.03-0.04,0.13-0.14,24575.0,,,,,96114.0
5590,0.0,Carolina University,<=0.20,<=0.20,12635.0,27373.0,0.5202,0.4615,0.4886,30657.0
5591,0.0,National Personal Training Institute-Tampa,PS,PS,6333.0,,,,,
5592,0.0,Presbyterian Theological Seminary in America,PS,PS,,15189.0,,,0.75,
5593,0.0,HCI College,PS,PS,18716.0,37902.0,0.4732,,,
5594,0.0,America Evangelical University,PS,PS,,,,1.0,1.0,
5595,0.0,Gadsden Technical College,PS,PS,,,,,,
5596,0.0,Virginia University of Integrative Medicine,PS,PS,,,,,,
5597,0.0,Nashville Film Institute,PS,PS,5500.0,,,,,
5598,0.0,Los Angeles Academy of Figurative Art,PS,PS,,34694.0,,,0.5,
5599,0.0,Westcliff University,PS,PS,7500.0,31538.0,0.6742,,0.7431,
5600,0.0,World Class Academy of Beauty Careers,PS,PS,,,,,,
5601,0.0,Allied Health Careers Institute,PS,PS,,,,,,
5602,0.0,Sacramento Ultrasound Institute,PS,PS,11077.0,,,,,
5603,0.0,Regan Career Institute,PS,PS,,,,,,
5604,0.0,Bolivar Technical College,PS,PS,10399.0,33215.0,1.0,,,
5605,0.0,MAK Beauty Institute,PS,PS,,,0.5833,,,
5606,0.0,Reformed University,PS,PS,,,0.65,,0.7778,
5607,0.0,Mobile Technical Training,PS,PS,,,,,,
5608,0.0,American Barber and Beauty Academy,PS,PS,,,,,,
5609,0.0,Master's Barber & Styling College,PS,PS,,,,,,
5610,0.0,Yeshiva Shaar Ephraim,PS,PS,,25361.0,,0.1,0.6667,
5611,0.0,California Institute of Arts & Technology,PS,PS,6333.0,39599.0,,,,
5612,0.0,Elite Cosmetology Barber & Spa Academy,PS,PS,,,,,,
5613,0.0,Cutting Edge Academy,PS,PS,9500.0,,,,,
5614,0.0,Yeshiva Bais Aharon,PS,PS,,15544.0,0.6,,0.6364,
5615,0.0,Mechon L'hoyroa,PS,PS,,,,,,
5616,0.0,Elyon College,PS,PS,,24036.0,,,,
5617,0.0,Western Michigan University Homer Stryker M.D. School of Medicine,PS,PS,,,,,,
5618,0.0,Harmony Health Care Institute,PS,PS,12667.0,,1.0,,,
5619,0.0,American Beauty Schools,PS,PS,,,,,,
5620,0.0,Hogan Institute of Cosmetology and Esthetics,PS,PS,,,,,,
5621,0.0,J's Barber College,PS,PS,,,,,,
5622,0.0,Ann Webb Skin Institute,PS,PS,7917.0,,,,,
5623,0.0,Apex Academy Hair Skin Nails School of Cosmetology,PS,PS,,,,,,
5624,0.0,The Esthetic Institute,PS,PS,6333.0,,,,,
5625,0.0,Kor Beauty Academy,PS,PS,,,,,,
5626,0.0,EduMed Partners,PS,PS,,,,,,
5627,0.0,Massage Institute of Memphis,PS,PS,,,,,,
5628,0.0,Metro Detroit Barber College,PS,PS,,,,,,
5629,0.0,Digital Media Institute,PS,PS,,,0.4286,,,
5630,0.0,Yeshiva Ohr Naftoli,PS,PS,,18930.0,1.0,1.0,0.7778,
5631,0.0,Bais Medrash Mayan Hatorah,PS,PS,,18050.0,0.425,,0.4286,
5632,0.0,Allgood Beauty Institute,PS,PS,,,,,,
5633,0.0,Ray J's College of Hair,PS,PS,,,,,,
5634,0.0,Gwinnett Institute,<=0.20,PS,9711.0,,,,0.4426,33273.0
5635,0.0,Kansas City University,<=0.10,0.10-0.19,,,,,,
5636,0.0,Manuel and Theresa's School of Hair Design,PS,PS,,,,,,15953.0
5637,0.0,Cincinnati School of Barbering & Hair Design,PS,PS,,,,,,
5638,0.0,L Makeup Institute,PS,PS,6702.0,,,,,
5639,0.0,Peloton College,PS,PS,9500.0,,,,,24014.0
5640,0.0,Northern Technical College,PS,PS,,,,,,
5641,0.0,Maine Media College,PS,PS,,,,,,
5642,0.0,Purdue University Northwest,0.10,0.07,14363.0,15746.0,0.7282,0.3807,0.6394,48439.0
5643,0.0,Ross Medical Education Center-Portage,0.25-0.29,<=0.05,8346.0,,,,,26485.0
5644,0.0,Ross College-Canton,0.25-0.29,<=0.05,8231.0,,,,,28207.0
5645,0.0,Ross College-Grand Rapids North,0.20-0.29,<=0.10,6035.0,,,,,27583.0
5646,0.0,American Institute-Somerset,0.20-0.29,<=0.10,9211.0,,,,,25543.0
5647,0.0,Platt College-Anaheim,0.10-0.19,<=0.10,14869.0,31167.0,,0.5417,,38619.0
5648,0.0,Advantage Career Institute,PS,PS,5108.0,,,,,
5649,0.0,Bull City Durham Beauty and Barber College,PS,PS,,,,,,
5650,0.0,Fortis College-Cutler Bay,0.20-0.29,<=0.10,12950.0,30630.0,,,,33284.0
5651,0.0,Yeshiva Kollel Tifereth Elizer,PS,PS,,26124.0,0.8235,,0.85,
5652,0.0,Strand Institute of Beauty & Esthetics,PS,PS,,,,,,
5653,0.0,Arkansas Welding Academy,PS,PS,,,,,,
5654,0.0,Unitech Training Academy-Baton Rouge,0.20-0.39,<=0.20,7509.0,,,,,21058.0
5655,0.0,Empire Beauty School-Tampa,0.20-0.24,<=0.05,7706.0,,,,,20215.0
5656,0.0,Empire Beauty School-Lakeland,0.20-0.29,<=0.10,6333.0,,,,,21743.0
5657,0.0,Galen College of Nursing-ARH,0.09-0.10,0.05-0.06,17365.0,,,,,58951.0
5658,0.0,The Chicago School at San Diego,0.07,0.03,10500.0,,,,,51817.0
5659,0.0,Commercial Divers International,PS,PS,,,,,,
5660,0.0,Tricoci University of Beauty Culture-Janesville,PS,PS,,,,,,26036.0
5661,0.0,Unlimited Cosmetology School,PS,PS,,,,,,
5662,0.0,Johnny Matthew's Hairdressing Training School,PS,PS,8297.0,,,,,
5663,0.0,The Culinary School of Fort Worth,PS,PS,9421.0,,1.0,,,
5664,0.0,Centralia Beauty College,PS,PS,,,,,,
5665,0.0,University of Wisconsin-Milwaukee Flex,0.09,0.10,18250.0,21310.0,0.375,,,45851.0
5666,0.0,University of Wisconsin-Parkside Flex,0.11-0.12,0.09-0.10,15102.0,,0.0,,,42154.0
5667,0.0,Miller-Motte College-STVT-Arlington,0.29-0.30,0.03-0.04,10834.0,,,,,26349.0
5668,0.0,Bnos Zion Of Bobov Seminary,PS,PS,,15161.0,0.9091,,,
5669,0.0,ABC Adult School,PS,PS,,,,,,
5670,0.0,Polytech Adult Education,PS,PS,,,,,,
5671,0.0,California Institute of Medical Science,PS,PS,,,,,,
5672,0.0,Union Bible College,PS,PS,,15001.0,0.8909,,0.6111,
5673,0.0,Pets Playground Grooming School,PS,PS,,,,,,
5674,0.0,San Bernardino Beauty College,PS,PS,,,,,,
5675,0.0,Christina and Company Education Center,PS,PS,,,,,,
5676,0.0,Institute of Medical Ultrasound,PS,PS,,55606.0,,,,
5677,0.0,Mystros Barber Academy,PS,PS,,,,,,
5678,0.0,European Medical School of Massage,PS,PS,,,,,,
5679,0.0,Yeshiva Gedolah Tiferes Boruch,PS,PS,,15300.0,0.8636,,0.7368,
5680,0.0,Yeshiva Chemdas Hatorah,PS,PS,,18805.0,0.5556,,0.84,
5681,0.0,Women's Institute of Torah Seminary and College,PS,PS,,28455.0,1.0,,0.8462,
5682,0.0,Yeshiva Gedolah Keren Hatorah,PS,PS,,14850.0,1.0,,0.925,
5683,0.0,ICOHS College,PS,PS,,,,,,
5684,0.0,Neo-Esthetique European Institute,PS,PS,,,,,,
5685,0.0,Lehigh Valley Barber School,PS,PS,,,,,,
5686,0.0,International Barber College,PS,PS,,,,,,
5687,0.0,Brown Beauty Barber School,PS,PS,,,,,,
5688,0.0,Rexburg College of Massage Therapy,PS,PS,,,,,,
5689,0.0,Yeshiva Gedolah of Cliffwood,PS,PS,,15550.0,0.5,,0.9091,
5690,0.0,Goshen School of Cosmetology,PS,PS,,,,,,
5691,0.0,IBS School of Cosmetology and Massage,PS,PS,,,,,,
5692,0.0,UR Beauty & Barber Academy,PS,PS,,,,,,
5693,0.0,Urban Barber College,PS,PS,9855.0,,,,,
5694,0.0,Yeshivas Emek Hatorah,PS,PS,,15150.0,1.0,,0.7778,
5695,0.0,Transitions Career Institute School of Nursing,PS,PS,9500.0,,,,,
5696,0.0,Wilton Simpson Technical College,PS,PS,,,,,,
5697,0.0,Stacey James Institute,PS,PS,6333.0,,,,,
5698,0.0,Meridian University,PS,PS,,,,,,
5699,0.0,Seminary Bnos Chaim,PS,PS,,20774.0,0.4792,,,
5700,0.0,Avenue Academy A Cosmetology Institute,PS,PS,,,,,,
5701,0.0,Salon Professional Academy of San Antonio,PS,PS,7917.0,,,,,
5702,0.0,Red Lake Nation College,PS,PS,,12616.0,,,,
5703,0.0,Princess Institute of Beauty,PS,PS,,,,,,
5704,0.0,Vogue International Academy,PS,PS,,,,,,
5705,0.0,Independent Training & Apprenticeship Program,PS,PS,9500.0,,,,,
5706,0.0,Victory Career College,PS,PS,,,,,,
5707,0.0,Winonah's International School of Cosmetology,PS,PS,6500.0,,,,,
5708,0.0,Yeshiva Gedola Tiferes Yerachmiel,PS,PS,,14800.0,0.2927,,0.92,
5709,0.0,Southeastern Esthetics Institute,PS,PS,6333.0,,,,,
5710,0.0,Installer Institute,PS,PS,,,,,,
5711,0.0,Caris College,PS,PS,8642.0,,,,,
5712,0.0,Contra Costa Medical Career College,PS,PS,6333.0,,,,,
5713,0.0,Another Level Barbering and Cosmetology School,PS,PS,,,,,,
5714,0.0,The Salon Professional Academy-Georgetown,PS,PS,,,,,,
5715,0.0,Elite Academy of Hair Design,PS,PS,,,,,,
5716,0.0,Americare Technical School,,,,,,,,
5717,,Amslee Institute,PS,PS,,,,,,
5718,0.0,Champion Christian College,PS,PS,,19614.0,,,0.75,
5719,0.0,Chicago Professional Center,PS,PS,,,,,,
5720,0.0,D&S School of Cosmetology,PS,PS,,,,,,
5721,0.0,DSDT,PS,PS,5333.0,,,,,
5722,0.0,Elite Beauty College,,,,,,,,
5723,0.0,Reiss-Davis Graduate School,PS,PS,,,,,,
5724,0.0,GoodFellas Barber College,PS,PS,,,,,,
5725,0.0,Escondido Adult School,PS,PS,,,,,,
5726,0.0,Poway Adult School,PS,PS,,,,,,
5727,0.0,Vista Adult School,PS,PS,,,,,,
5728,0.0,The Salon Professional Academy-Delray Beach,PS,PS,6584.0,,,,,22621.0
5729,0.0,No Grease Barber School,PS,PS,,,,,,
5730,0.0,Pima Medical Institute-San Marcos,0.13,0.09,9500.0,,,,,37302.0
5731,0.0,EDP University of Puerto Rico-Villalba,<=0.10,<=0.10,10000.0,17640.0,0.9468,,,21535.0
5732,0.0,The Chicago School at Dallas,0.07,0.03,10500.0,,,,,51817.0
5733,0.0,American Massage & Bodywork Institute,PS,PS,7389.0,,,,,
